[BACKTEST] Starting for BTC-USD on 15m...
[DATA] Fetched Multi-TF for BTC-USD (15m: 3000, 1h: 3000, 1d: 3000)
[BACKTEST] Fetched 3000 bars.
[HURST] MEAN_REVERTING | R/S=0.465 DFA=0.412 Mean=0.438 Stable=true
[HURST] RANDOM_WALK | R/S=0.612 DFA=0.475 Mean=0.544 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.570 DFA=0.445 Mean=0.507 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.578 DFA=0.465 Mean=0.521 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.614 DFA=0.493 Mean=0.554 Stable=false
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.609 DFA=0.476 Mean=0.542 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.589 DFA=0.596 Mean=0.593 Stable=true
[REGIME] TRENDING | Heuristic Score=12.7% | Actionable=false
[HURST] TRENDING | R/S=0.613 DFA=0.540 Mean=0.576 Stable=true
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.596 DFA=0.550 Mean=0.573 Stable=true
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.558 DFA=0.502 Mean=0.530 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.569 DFA=0.518 Mean=0.543 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.603 DFA=0.498 Mean=0.551 Stable=false
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.565 DFA=0.474 Mean=0.519 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.554 DFA=0.523 Mean=0.538 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.511 DFA=0.437 Mean=0.474 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.556 DFA=0.536 Mean=0.546 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.612 DFA=0.419 Mean=0.515 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.609 DFA=0.474 Mean=0.541 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.618 DFA=0.489 Mean=0.553 Stable=false
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.580 DFA=0.425 Mean=0.502 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.578 DFA=0.397 Mean=0.487 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.540 DFA=0.457 Mean=0.499 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.498 DFA=0.412 Mean=0.455 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.557 DFA=0.415 Mean=0.486 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.595 DFA=0.502 Mean=0.548 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.633 DFA=0.473 Mean=0.553 Stable=false
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.572 DFA=0.468 Mean=0.520 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.591 DFA=0.422 Mean=0.507 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.564 DFA=0.456 Mean=0.510 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.556 DFA=0.506 Mean=0.531 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.513 DFA=0.480 Mean=0.496 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.540 DFA=0.620 Mean=0.580 Stable=true
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.538 DFA=0.531 Mean=0.534 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.511 DFA=0.507 Mean=0.509 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.537 DFA=0.538 Mean=0.538 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.591 DFA=0.596 Mean=0.593 Stable=true
[REGIME] TRENDING | Heuristic Score=13.1% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.543 DFA=0.554 Mean=0.548 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.589 DFA=0.595 Mean=0.592 Stable=true
[REGIME] TRENDING | Heuristic Score=11.8% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.537 DFA=0.533 Mean=0.535 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.492 DFA=0.443 Mean=0.468 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.569 DFA=0.520 Mean=0.544 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.601 DFA=0.526 Mean=0.564 Stable=true
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.555 DFA=0.691 Mean=0.623 Stable=false
[REGIME] TRENDING | Heuristic Score=29.1% | Actionable=false
[HURST] TRENDING | R/S=0.574 DFA=0.683 Mean=0.628 Stable=false
[REGIME] TRENDING | Heuristic Score=37.6% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.526 DFA=0.529 Mean=0.528 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.516 DFA=0.509 Mean=0.512 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.503 DFA=0.492 Mean=0.497 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.544 DFA=0.445 Mean=0.494 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[BACKTEST] Upserted 8 setups to MongoDB.

=== EMPIRICAL HEURISTIC VALIDATION for ETH-USD 1h ===
Maximum Heuristic Score Reached: 70.00%
Bucket		Win Rate	Total Trades
> 0.80		N/A		0
0.70-0.80		45.5%		11
0.60-0.70		50.0%		6
0.50-0.60		0.0%		4
0.40-0.50		0.0%		2
< 0.40		32.7%		104
=========================================================

